Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,83.195.215.241,Nouvelle-Aquitaine,2022-05-27T17:13:18.345Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,83.195.215.241,Nouvelle-Aquitaine,2022-05-26T19:37:03.136Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,93.22.132.181,Île-de-France²,2022-05-23T18:31:46.145Z
LGTV20211=11002032245,FR,LG DTV 2021 LG O20 UHD TV Smart TV,LG DTV 2021 LG O20 UHD TV Smart TV,93.8.221.204,Nouvelle-Aquitaine,2022-05-23T08:22:10.907Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,83.195.215.241,Nouvelle-Aquitaine,2022-05-21T20:41:01.568Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:4440:f0fd:505d:4fef:fc3e:2be5,Île-de-France²,2022-05-21T16:18:52.046Z
NFAPPL-01-IPAD5=3-A90DAD9F9C864F2A9B798D689F10BFA801E022D2D1D1D7832CA6877BFFCBCE59,FR,iPad Air 2 WiFi,iPad Air 2 WiFi,93.8.221.204,Nouvelle-Aquitaine,2022-05-20T20:56:20.263Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,83.195.215.241,Nouvelle-Aquitaine,2022-05-20T19:31:58.942Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:3441:6558:75a3:fa98:7a0c:e909,Île-de-France²,2022-05-20T14:19:57.013Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,83.195.214.148,Nouvelle-Aquitaine,2022-05-19T21:00:26.534Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-05-19T13:54:33.885Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,195.221.202.66,Grand-Est,2022-05-19T07:16:31.945Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-05-18T20:32:19.118Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-05-18T09:33:15.549Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,83.195.214.148,Nouvelle-Aquitaine,2022-05-16T20:09:37.311Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:4308:6114:252d:f213:9c3e:c3f7,Provence-Alpes-Côte-d’Azur,2022-05-16T16:07:43.647Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5408:c881:bce3:8858:4c41:23d6,Île-de-France²,2022-05-16T10:11:02.966Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-05-15T15:51:43.745Z
NFAPPL-01-IPAD4=2-4567ACBA3A1D8C8470C2E62C6B0D5C4C7D1C901910AF8E996D158D1850E563D9,FR,iPad Air Cellular,iPad Air Cellular,87.231.181.211,Auvergne-Rhône-Alpes,2022-05-14T05:23:37.227Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,81.185.131.226,Nouvelle-Aquitaine,2022-05-13T11:46:34.152Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-05-12T19:02:02.715Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,81.185.131.226,Nouvelle-Aquitaine,2022-05-12T12:08:13.184Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,195.221.202.66,Grand-Est,2022-05-12T08:57:41.485Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,81.185.131.226,Nouvelle-Aquitaine,2022-05-11T21:44:45.726Z
NFPS3-001-JFXUZG0G6PDDREP6JPH3M0LY50,FR,Système PS3&trade;,Sony PS3,84.7.137.124,Auvergne-Rhône-Alpes,2022-05-11T11:44:28.712Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-05-11T09:28:03.451Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,81.185.131.226,Nouvelle-Aquitaine,2022-05-10T14:54:44.489Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,81.185.131.226,Nouvelle-Aquitaine,2022-05-10T14:54:24.780Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-05-10T14:50:37.260Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.205.36,Auvergne-Rhône-Alpes,2022-05-08T19:18:18.790Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,87.231.181.211,Auvergne-Rhône-Alpes,2022-05-08T18:48:25.309Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,93.23.249.67,Auvergne-Rhône-Alpes,2022-05-08T13:12:49.588Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,83.195.214.148,Nouvelle-Aquitaine,2022-05-01T17:31:38.495Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,93.23.249.67,Auvergne-Rhône-Alpes,2022-04-30T07:25:05.915Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,93.23.250.150,Provence-Alpes-Côte-d’Azur,2022-04-30T06:52:32.642Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,83.195.214.148,Nouvelle-Aquitaine,2022-04-29T20:10:43.638Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.61.128,Nouvelle-Aquitaine,2022-04-29T19:53:39.074Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,86.199.61.128,Nouvelle-Aquitaine,2022-04-28T20:00:07.904Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-28T11:26:13.958Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.166.167,Auvergne-Rhône-Alpes,2022-04-27T09:56:41.815Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.170.253,Auvergne-Rhône-Alpes,2022-04-26T10:01:45.983Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.71.208,Nouvelle-Aquitaine,2022-04-25T19:22:02.088Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.174.208,Provence-Alpes-Côte-d’Azur,2022-04-25T10:14:18.035Z
NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-25T08:29:58.277Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,88.137.228.46,Auvergne-Rhône-Alpes,2022-04-24T20:00:06.461Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-24T18:16:14.892Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-24T16:02:58.022Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:520b:7702:8936:a076:4d17:1687,Auvergne-Rhône-Alpes,2022-04-24T15:53:18.801Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5302:32e3:8f4:1678:e111:a10a,Île-de-France²,2022-04-24T15:50:25.686Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5405:4a6e:8591:efd0:c045:6dfb,Auvergne-Rhône-Alpes,2022-04-24T15:48:50.551Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-22T12:19:07.200Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-21T22:16:56.695Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.133.95,Nouvelle-Aquitaine,2022-04-21T19:15:31.124Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-20T13:44:44.054Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,195.221.202.66,Grand-Est,2022-04-20T06:57:50.788Z
SFRSTB701=0002367079,FR,SFR STB7 Set Top Box,SFR STB7 Set Top Box,93.8.221.204,Nouvelle-Aquitaine,2022-04-19T19:20:43.627Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-18T19:38:18.151Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.65.77,Nouvelle-Aquitaine,2022-04-18T19:25:51.501Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-18T17:45:45.431Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-18T15:22:42.840Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),87.231.181.211,Auvergne-Rhône-Alpes,2022-04-17T21:07:58.959Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:621d:8d11:6165:d59d:68d1:4c75,Île-de-France²,2022-04-17T13:45:51.766Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,88.137.228.46,Auvergne-Rhône-Alpes,2022-04-14T19:09:36.959Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,84.6.4.183,Auvergne-Rhône-Alpes,2022-04-14T16:32:39.589Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:840a:8260:3501:3b46:f1e7:d0f6,Grand-Est,2022-04-13T15:50:04.157Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.167.64,Provence-Alpes-Côte-d’Azur,2022-04-13T10:45:04.013Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-12T17:57:02.466Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5407:7e45:ad9b:832f:ae62:c967,Île-de-France²,2022-04-12T17:26:46.120Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.168.173,Provence-Alpes-Côte-d’Azur,2022-04-12T09:41:23.524Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.167.157,Corse,2022-04-11T10:03:57.053Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.177.58,Auvergne-Rhône-Alpes,2022-04-10T19:11:17.681Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.190.253.16,Île-de-France²,2022-04-10T18:56:07.836Z
NFPS3-001-65FMQNKVDPZGEF30PDGQRQ44QD,FR,Système PS3&trade;,Sony PS3,86.199.189.60,Nouvelle-Aquitaine,2022-04-09T20:54:32.525Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.177.58,Auvergne-Rhône-Alpes,2022-04-09T18:59:58.771Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-04-09T14:30:48.122Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.173.37,Auvergne-Rhône-Alpes,2022-04-08T13:07:28.595Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-08T06:38:33.222Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-07T14:12:57.350Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.94.118,Nouvelle-Aquitaine,2022-04-07T13:45:50.678Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.173.65,Provence-Alpes-Côte-d’Azur,2022-04-07T13:07:07.718Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-04-06T21:01:17.833Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.174.69,Auvergne-Rhône-Alpes,2022-04-05T10:00:58.218Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.175.45,Auvergne-Rhône-Alpes,2022-04-05T09:56:12.645Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.207.147,Occitanie,2022-04-04T19:22:34.104Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5408:9669:cc8f:e017:4627:cb5d,Auvergne-Rhône-Alpes,2022-04-04T09:17:06.247Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),81.185.131.226,Nouvelle-Aquitaine,2022-04-02T20:57:05.376Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.199.207.147,Occitanie,2022-04-01T20:34:29.392Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.161.147,Corse,2022-04-01T18:53:01.707Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,81.185.131.226,Nouvelle-Aquitaine,2022-03-31T23:42:31.304Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.166.211,Provence-Alpes-Côte-d’Azur,2022-03-31T09:03:28.048Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-03-28T18:03:54.171Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.168.164,Auvergne-Rhône-Alpes,2022-03-27T07:42:02.569Z
SSTV-KTS1-0000000000000002357505,FR,Samsung 2017 Kant-S DTV Smart TV,Samsung 2017 Kant-S DTV Smart TV,87.231.181.211,Auvergne-Rhône-Alpes,2022-03-26T13:50:31.453Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:520a:b7d3:1dc:28d1:c9c5:692c,Auvergne-Rhône-Alpes,2022-03-25T07:20:02.737Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,78.125.180.140,Auvergne-Rhône-Alpes,2022-03-24T19:38:03.692Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.161.253,Auvergne-Rhône-Alpes,2022-03-24T15:20:10.655Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,195.221.202.66,Grand-Est,2022-03-24T07:08:06.118Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.88.22,Nouvelle-Aquitaine,2022-03-23T18:05:45.138Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,87.231.181.211,Auvergne-Rhône-Alpes,2022-03-21T18:59:55.318Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.166.69,Auvergne-Rhône-Alpes,2022-03-20T18:26:56.973Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.175.78,Provence-Alpes-Côte-d’Azur,2022-03-20T17:16:23.397Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.165.239,Auvergne-Rhône-Alpes,2022-03-20T15:37:30.025Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.175.198,Occitanie,2022-03-19T06:15:14.718Z
